************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
{'buffer_size': [10000], 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.9], 'tau': [0.002], 'LR_actor': [0.0005], 'LR_critic': [0.001], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.999], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.1], 'num_repeats': [3], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
[10000]
{'buffer_size': [10000], 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.99], 'tau': [0.002], 'LR_actor': [0.0002], 'LR_critic': [0.001], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.999], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.3], 'num_repeats': [5], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
[10000]
{'buffer_size': [10000], 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.95], 'tau': [0.002], 'LR_actor': [0.001], 'LR_critic': [0.0001], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.99995], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.1], 'num_repeats': [1], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
10000
{'buffer_size': 10000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.9], 'tau': [0.001], 'LR_actor': [0.0001], 'LR_critic': [0.0005], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.9999], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.2], 'num_repeats': [3], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
10000
{'buffer_size': 10000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.9, 'tau': 0.005, 'LR_actor': 0.0005, 'LR_critic': 0.0002, 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 3, 'seed': 1000, 'trial': 0}
time :2019-01-22 03:48:05.040366
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:14, total steps:129, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:14, total steps:143, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
final_score: 0.0
trial: 10
100000
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': 1000, 'trial': 10}
time :2019-01-22 03:51:19.662270
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:85, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:15, total steps:100, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:14, total steps:114, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:20, total steps:134, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:32, total steps:166, current:[+0.100, -0.010], score:0.010 slope:5.45e-03 epsilon:1.00
final_score: 0.010000000149011612
trial: 11
100000
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': 1000, 'trial': 11}
time :2019-01-22 03:51:24.415208
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:85, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:15, total steps:100, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:16, total steps:116, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:14, total steps:130, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:14, total steps:144, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
final_score: 0.0
trial: 12
100000
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': 1000, 'trial': 12}
time :2019-01-22 03:51:29.108039
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:85, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:15, total steps:100, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:14, total steps:114, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:14, total steps:128, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:14, total steps:142, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
final_score: 0.0
trial: 13
100000
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': 1000, 'trial': 13}
time :2019-01-22 03:51:33.794446
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:33, total steps:104, current:[+0.100, -0.010], score:0.017 slope:1.43e-02 epsilon:1.00
episode:7, steps:15, total steps:119, current:[-0.010, +0.000], score:0.014 slope:7.14e-03 epsilon:1.00
episode:8, steps:14, total steps:133, current:[-0.010, +0.000], score:0.013 slope:3.57e-03 epsilon:1.00
episode:9, steps:15, total steps:148, current:[+0.000, -0.010], score:0.011 slope:1.67e-03 epsilon:1.00
episode:10, steps:14, total steps:162, current:[-0.010, +0.000], score:0.010 slope:6.06e-04 epsilon:1.00
final_score: 0.010000000149011612
trial: 14
100000
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': 1000, 'trial': 14}
time :2019-01-22 03:51:38.530091
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:56, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:15, total steps:71, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:85, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:14, total steps:99, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:14, total steps:113, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:14, total steps:127, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:15, total steps:142, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
final_score: 0.0
trial: 15
100000
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': 1000, 'trial': 15}
time :2019-01-22 03:51:43.221711
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:56, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:15, total steps:71, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:85, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:14, total steps:99, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:14, total steps:113, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:14, total steps:127, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:15, total steps:142, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
final_score: 0.0
trial: 16
100000
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': 1000, 'trial': 16}
time :2019-01-22 03:51:47.917315
main file: train_tennis.py
platform = Linux
episode:4, steps:27, total steps:74, current:[+0.100, -0.010], score:0.025 slope:3.00e-02 epsilon:1.00
episode:5, steps:14, total steps:88, current:[+0.000, -0.010], score:0.020 slope:1.00e-02 epsilon:1.00
episode:6, steps:14, total steps:102, current:[-0.010, +0.000], score:0.017 slope:2.86e-03 epsilon:1.00
episode:7, steps:15, total steps:117, current:[+0.000, -0.010], score:0.014 slope:-7.27e-19 epsilon:1.00
episode:8, steps:14, total steps:131, current:[-0.010, +0.000], score:0.013 slope:-1.19e-03 epsilon:1.00
episode:9, steps:14, total steps:145, current:[+0.000, -0.010], score:0.011 slope:-1.67e-03 epsilon:1.00
episode:10, steps:14, total steps:159, current:[-0.010, +0.000], score:0.010 slope:-1.82e-03 epsilon:1.00
final_score: 0.010000000149011612
trial: 17
100000
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': 1000, 'trial': 17}
time :2019-01-22 03:51:52.645502
main file: train_tennis.py
platform = Linux
episode:4, steps:15, total steps:71, current:[-0.010, +0.000], score:0.025 slope:1.00e-02 epsilon:1.00
episode:5, steps:14, total steps:85, current:[+0.000, -0.010], score:0.020 slope:3.17e-18 epsilon:1.00
episode:6, steps:14, total steps:99, current:[-0.010, +0.000], score:0.017 slope:-2.86e-03 epsilon:1.00
episode:7, steps:14, total steps:113, current:[+0.000, -0.010], score:0.014 slope:-3.57e-03 epsilon:1.00
episode:8, steps:14, total steps:127, current:[+0.000, -0.010], score:0.013 slope:-3.57e-03 epsilon:1.00
episode:9, steps:15, total steps:142, current:[-0.010, +0.000], score:0.011 slope:-3.33e-03 epsilon:1.00
episode:10, steps:14, total steps:156, current:[-0.010, +0.000], score:0.010 slope:-3.03e-03 epsilon:1.00
final_score: 0.010000000149011612
trial: 18
100000
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': 1000, 'trial': 18}
time :2019-01-22 03:51:57.376250
main file: train_tennis.py
platform = Linux
episode:4, steps:15, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:85, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:14, total steps:99, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:14, total steps:113, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:15, total steps:128, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:14, total steps:142, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
final_score: 0.0
trial: 19
100000
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': 1000, 'trial': 19}
time :2019-01-22 03:52:02.074524
main file: train_tennis.py
platform = Linux
episode:4, steps:15, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:85, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:14, total steps:99, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:51, total steps:150, current:[+0.100, +0.090], score:0.013 slope:8.33e-03 epsilon:1.00
episode:9, steps:14, total steps:164, current:[+0.000, -0.010], score:0.011 slope:5.00e-03 epsilon:1.00
episode:10, steps:15, total steps:179, current:[-0.010, +0.000], score:0.010 slope:3.03e-03 epsilon:1.00
final_score: 0.010000000149011612
trial: 20
100000
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': 1000, 'trial': 20}
time :2019-01-22 03:52:06.871040
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:58, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:72, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:86, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:15, total steps:101, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:19, total steps:120, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:14, total steps:134, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:14, total steps:148, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
final_score: 0.0
trial: 21
100000
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': 1000, 'trial': 21}
time :2019-01-22 03:52:11.582246
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:15, total steps:86, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:14, total steps:100, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:14, total steps:114, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:14, total steps:128, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:14, total steps:142, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
final_score: 0.0
trial: 22
100000
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': 1000, 'trial': 22}
time :2019-01-22 03:52:16.295602
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:15, total steps:86, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:54, total steps:140, current:[+0.100, +0.090], score:0.014 slope:1.07e-02 epsilon:1.00
episode:8, steps:19, total steps:159, current:[+0.000, -0.010], score:0.013 slope:5.95e-03 epsilon:1.00
episode:9, steps:14, total steps:173, current:[+0.000, -0.010], score:0.011 slope:3.33e-03 epsilon:1.00
episode:10, steps:14, total steps:187, current:[-0.010, +0.000], score:0.010 slope:1.82e-03 epsilon:1.00
final_score: 0.010000000149011612
trial: 23
100000
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': 1000, 'trial': 23}
time :2019-01-22 03:52:21.131207
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:27, total steps:84, current:[+0.100, -0.010], score:0.020 slope:2.00e-02 epsilon:1.00
episode:6, steps:14, total steps:98, current:[-0.010, +0.000], score:0.017 slope:8.57e-03 epsilon:1.00
episode:7, steps:14, total steps:112, current:[-0.010, +0.000], score:0.014 slope:3.57e-03 epsilon:1.00
episode:8, steps:15, total steps:127, current:[-0.010, +0.000], score:0.013 slope:1.19e-03 epsilon:1.00
episode:9, steps:14, total steps:141, current:[-0.010, +0.000], score:0.011 slope:-9.72e-19 epsilon:1.00
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
100000
tau 0.001
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.99, 'tau': 0.001, 'LR_actor': 0.0001, 'LR_critic': 0.001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.9999, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.1, 'num_repeats': 1, 'seed': 1000, 'trial': 0}
time :2019-01-22 04:22:54.019109
main file: train_tennis.py
platform = Linux
episode:4, steps:21, total steps:70, current:[+0.000, -0.010], score:0.023 slope:-9.00e-03 epsilon:1.00
episode:5, steps:14, total steps:84, current:[+0.000, -0.010], score:0.018 slope:-9.00e-03 epsilon:1.00
episode:6, steps:14, total steps:98, current:[-0.010, +0.000], score:0.015 slope:-7.71e-03 epsilon:1.00
episode:7, steps:15, total steps:113, current:[+0.000, -0.010], score:0.013 slope:-6.43e-03 epsilon:1.00
episode:8, steps:14, total steps:127, current:[-0.010, +0.000], score:0.011 slope:-5.36e-03 epsilon:1.00
episode:9, steps:17, total steps:144, current:[+0.000, -0.010], score:0.010 slope:-4.50e-03 epsilon:1.00
episode:10, steps:18, total steps:162, current:[+0.000, -0.010], score:0.009 slope:-3.82e-03 epsilon:1.00
final_score: 0.00900000035762787
trial: 1
100000
tau 0.001
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': 1000, 'trial': 1}
time :2019-01-22 04:23:04.830898
main file: train_tennis.py
platform = Linux
episode:4, steps:15, total steps:58, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:72, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:86, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:14, total steps:100, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:14, total steps:114, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:15, total steps:129, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:27, total steps:156, current:[+0.100, -0.010], score:0.010 slope:5.45e-03 epsilon:1.00
final_score: 0.010000000149011612
trial: 2
100000
tau 0.001
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': 1000, 'trial': 2}
time :2019-01-22 04:23:09.784196
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:69, current:[+0.000, -0.010], score:0.025 slope:-1.00e-02 epsilon:1.00
episode:5, steps:15, total steps:84, current:[-0.010, +0.000], score:0.020 slope:-1.00e-02 epsilon:1.00
episode:6, steps:14, total steps:98, current:[+0.000, -0.010], score:0.017 slope:-8.57e-03 epsilon:1.00
episode:7, steps:14, total steps:112, current:[+0.000, -0.010], score:0.014 slope:-7.14e-03 epsilon:1.00
episode:8, steps:14, total steps:126, current:[+0.000, -0.010], score:0.013 slope:-5.95e-03 epsilon:1.00
episode:9, steps:14, total steps:140, current:[+0.000, -0.010], score:0.011 slope:-5.00e-03 epsilon:1.00
episode:10, steps:15, total steps:155, current:[+0.000, -0.010], score:0.010 slope:-4.24e-03 epsilon:1.00
final_score: 0.010000000149011612
trial: 3
100000
tau 0.001
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': 1000, 'trial': 3}
time :2019-01-22 04:23:14.698381
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:75, current:[-0.010, +0.000], score:0.025 slope:1.00e-02 epsilon:1.00
episode:5, steps:14, total steps:89, current:[-0.010, +0.000], score:0.020 slope:3.17e-18 epsilon:1.00
episode:6, steps:24, total steps:113, current:[+0.000, -0.010], score:0.017 slope:-2.86e-03 epsilon:1.00
episode:7, steps:14, total steps:127, current:[+0.000, -0.010], score:0.014 slope:-3.57e-03 epsilon:1.00
episode:8, steps:14, total steps:141, current:[-0.010, +0.000], score:0.013 slope:-3.57e-03 epsilon:1.00
episode:9, steps:15, total steps:156, current:[+0.000, -0.010], score:0.011 slope:-3.33e-03 epsilon:1.00
episode:10, steps:14, total steps:170, current:[+0.000, -0.010], score:0.010 slope:-3.03e-03 epsilon:1.00
final_score: 0.010000000149011612
trial: 4
100000
tau 0.001
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 1, 'seed': 1000, 'trial': 4}
time :2019-01-22 04:23:20.236700
main file: train_tennis.py
platform = Linux
episode:4, steps:33, total steps:75, current:[-0.010, +0.100], score:0.025 slope:3.00e-02 epsilon:1.00
episode:5, steps:14, total steps:89, current:[+0.000, -0.010], score:0.020 slope:1.00e-02 epsilon:1.00
episode:6, steps:15, total steps:104, current:[-0.010, +0.000], score:0.017 slope:2.86e-03 epsilon:1.00
episode:7, steps:14, total steps:118, current:[-0.010, +0.000], score:0.014 slope:-7.27e-19 epsilon:1.00
episode:8, steps:14, total steps:132, current:[+0.000, -0.010], score:0.013 slope:-1.19e-03 epsilon:1.00
episode:9, steps:18, total steps:150, current:[+0.000, -0.010], score:0.011 slope:-1.67e-03 epsilon:1.00
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
100000
test 0.01
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.9, 'tau': 0.01, 'LR_actor': 0.0002, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 10, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.1, 'num_repeats': 3, 'seed': 1000, 'trial': 0}
time :2019-01-22 04:24:14.212605
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:15, total steps:86, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:14, total steps:100, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:14, total steps:114, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
